card_id,pan,pan_masked,cardholder_name,expiry_date,cvv,track2,card_network,issuing_bin,created_at
CARD000226,2223007027937145,222300******7145,David Singh,12/29,111,2223007027937145=291220175186892,MASTERCARD,222300,2025-07-15
CARD000227,6011116025922228,601111******2228,Karen Martinez,07/27,742,6011116025922228=270720112309407,DISCOVER,601111,2025-03-15
CARD000228,371449809733975,371449*****3975,Liam Williams,07/30,9903,371449809733975=300720184983022,AMEX,371449,2026-06-11
CARD000229,30569350209944,305693****9944,Patricia Brown,02/29,622,30569350209944=290220149998279,DINERS,305693,2025-08-03
CARD000230,4000001455616813,400000******6813,William Brown,08/29,458,4000001455616813=290820168339019,VISA,400000,2024-07-20
CARD000231,30569381794690,305693****4690,Sofia Jackson,05/29,952,30569381794690=290520199787729,DINERS,305693,2025-12-11
CARD000232,5105103010713969,510510******3969,Amara Lopez,01/30,830,5105103010713969=300120134414488,MASTERCARD,510510,2025-09-09
CARD000233,4000001556990232,400000******0232,Noah Kim,06/29,702,4000001556990232=290620172785760,VISA,400000,2024-04-03
CARD000234,6011114958803952,601111******3952,Elizabeth Rodriguez,02/29,056,6011114958803952=290220182996291,DISCOVER,601111,2024-05-27
CARD000235,5105105046173571,510510******3571,Sofia Martinez,04/29,215,5105105046173571=290420103178078,MASTERCARD,510510,2026-03-02
CARD000236,5555555784521826,555555******1826,Robert Anderson,12/28,681,5555555784521826=281220104091570,MASTERCARD,555555,2026-04-23
CARD000237,6011114094353342,601111******3342,Chidi Dubois,09/29,714,6011114094353342=290920122410988,DISCOVER,601111,2026-04-24
CARD000238,5555558585424935,555555******4935,Karen Martin,02/28,587,5555558585424935=280220102070160,MASTERCARD,555555,2026-05-10
CARD000239,378282629979541,378282*****9541,Ethan Williams,04/29,7921,378282629979541=290420171747733,AMEX,378282,2026-03-12
CARD000240,3530114562557704,353011******7704,Linda Lopez,08/27,772,3530114562557704=270820145992816,JCB,353011,2024-04-21
CARD000241,4242425814876966,424242******6966,Jessica Moore,10/28,276,4242425814876966=281020115396695,VISA,424242,2025-01-26
CARD000242,5555552197199753,555555******9753,Barbara Martinez,08/27,619,5555552197199753=270820119657013,MASTERCARD,555555,2024-04-22
CARD000243,4111119022784694,411111******4694,Susan Nakamura,04/30,549,4111119022784694=300420146519098,VISA,411111,2025-06-19
CARD000244,4111114058008514,411111******8514,Jessica Wilson,01/29,965,4111114058008514=290120166668327,VISA,411111,2026-03-17
CARD000245,5555558656242208,555555******2208,Mary Jones,11/27,762,5555558656242208=271120112679692,MASTERCARD,555555,2025-04-28
CARD000246,6011116876532696,601111******2696,Emma Muller,10/27,384,6011116876532696=271020168950097,DISCOVER,601111,2024-08-15
CARD000247,2223001971284786,222300******4786,Sakura Williams,09/27,371,2223001971284786=270920189490580,MASTERCARD,222300,2025-04-13
CARD000248,371449879565448,371449*****5448,Hiroshi Kowalski,01/28,4940,371449879565448=280120179290490,AMEX,371449,2025-10-17
CARD000249,371449128144292,371449*****4292,Thomas Smith,05/29,1929,371449128144292=290520127524372,AMEX,371449,2024-05-10
CARD000250,6011110512927667,601111******7667,Liam Kowalski,11/28,239,6011110512927667=281120150410276,DISCOVER,601111,2025-04-06
CARD000251,5105107836674289,510510******4289,Charles Kim,01/30,765,5105107836674289=300120180185694,MASTERCARD,510510,2025-08-28
CARD000252,5105104149673934,510510******3934,Barbara Hernandez,11/29,800,5105104149673934=291120110618175,MASTERCARD,510510,2025-12-25
CARD000253,5105104300910935,510510******0935,Linda Williams,12/27,926,5105104300910935=271220192124471,MASTERCARD,510510,2024-10-21
CARD000254,371449465421402,371449*****1402,Amara Johnson,07/30,4427,371449465421402=300720117396271,AMEX,371449,2026-03-12
CARD000255,6011116391741012,601111******1012,Thomas Dubois,10/27,707,6011116391741012=271020120064256,DISCOVER,601111,2024-12-26
CARD000256,4000008776618303,400000******8303,Noah Brown,12/30,985,4000008776618303=301220154601585,VISA,400000,2026-05-16
CARD000257,371449432806347,371449*****6347,Wei Thomas,02/30,1732,371449432806347=300220103093761,AMEX,371449,2024-05-17
CARD000258,6011114787005050,601111******5050,Linda Miller,07/27,878,6011114787005050=270720129310270,DISCOVER,601111,2025-04-11
CARD000259,3530110320204175,353011******4175,John Santos,10/28,117,3530110320204175=281020199313656,JCB,353011,2025-09-08
CARD000260,4242429825309256,424242******9256,Sarah Jones,02/27,625,4242429825309256=270220182739021,VISA,424242,2024-05-18
CARD000261,30569396207100,305693****7100,Jennifer Singh,03/27,946,30569396207100=270320172324876,DINERS,305693,2025-12-05
CARD000262,4111119092791454,411111******1454,Ava Davis,01/30,318,4111119092791454=300120119588373,VISA,411111,2025-10-27
CARD000263,4000003127722003,400000******2003,Susan Wilson,05/29,459,4000003127722003=290520170108220,VISA,400000,2025-03-28
CARD000264,6011111137995634,601111******5634,Linda Hernandez,04/29,313,6011111137995634=290420163631797,DISCOVER,601111,2026-06-12
CARD000265,378282239726522,378282*****6522,Richard Okafor,12/30,5435,378282239726522=301220120904217,AMEX,378282,2025-04-24
CARD000266,378282253492928,378282*****2928,Fatima Muller,02/28,8739,378282253492928=280220177406335,AMEX,378282,2025-05-19
CARD000267,3530113929060071,353011******0071,Sofia Gonzalez,07/27,717,3530113929060071=270720173180632,JCB,353011,2025-08-04
CARD000268,5105103107427994,510510******7994,Olivia Dubois,08/27,262,5105103107427994=270820157016580,MASTERCARD,510510,2025-10-07
CARD000269,378282498931953,378282*****1953,Yuki Andersson,09/27,0165,378282498931953=270920179055281,AMEX,378282,2025-01-09
CARD000270,5555552538179332,555555******9332,Sarah Taylor,06/29,640,5555552538179332=290620115577881,MASTERCARD,555555,2025-04-12
CARD000271,6011118479513719,601111******3719,Barbara Martinez,07/27,112,6011118479513719=270720141272380,DISCOVER,601111,2025-10-10
CARD000272,378282827567049,378282*****7049,Mary Muller,02/28,3856,378282827567049=280220195579887,AMEX,378282,2025-04-25
CARD000273,5105109242437541,510510******7541,Wei Martinez,03/27,729,5105109242437541=270320128422223,MASTERCARD,510510,2026-04-09
CARD000274,4000005927452384,400000******2384,Chidi Lopez,11/27,257,4000005927452384=271120182841067,VISA,400000,2024-06-11
CARD000275,4111117520885476,411111******5476,Elizabeth Rossi,10/29,975,4111117520885476=291020117028140,VISA,411111,2025-06-21
CARD000276,3530113751509393,353011******9393,Richard Smith,05/28,187,3530113751509393=280520118637599,JCB,353011,2025-03-01
CARD000277,4000005626565049,400000******5049,Karen Anderson,06/29,813,4000005626565049=290620176742662,VISA,400000,2024-04-03
CARD000278,3530119123478514,353011******8514,James Wilson,02/30,462,3530119123478514=300220187923264,JCB,353011,2025-01-16
CARD000279,371449049478738,371449*****8738,Elizabeth Rodriguez,01/27,4714,371449049478738=270120162730147,AMEX,371449,2026-05-30
CARD000280,3530115979647152,353011******7152,David Jackson,05/27,025,3530115979647152=270520172520456,JCB,353011,2024-10-24
CARD000281,2223000448183217,222300******3217,Chidi Muller,09/28,544,2223000448183217=280920151895202,MASTERCARD,222300,2025-02-22
CARD000282,5105105765213285,510510******3285,Ava Martin,04/28,888,5105105765213285=280420116711207,MASTERCARD,510510,2025-08-15
CARD000283,5105105279852404,510510******2404,William Muller,04/27,234,5105105279852404=270420123216110,MASTERCARD,510510,2024-06-04
CARD000284,371449603108903,371449*****8903,Thomas Johnson,02/30,1401,371449603108903=300220119393250,AMEX,371449,2026-05-06
CARD000285,4111114955289381,411111******9381,Camila Dubois,02/27,083,4111114955289381=270220134280138,VISA,411111,2024-08-12
CARD000286,371449592712566,371449*****2566,Lucas Davis,04/30,6151,371449592712566=300420171827548,AMEX,371449,2024-07-28
CARD000287,4000001571647940,400000******7940,Ava Wilson,04/30,463,4000001571647940=300420117520716,VISA,400000,2025-05-15
CARD000288,6011111126691210,601111******1210,Amara Miller,04/29,961,6011111126691210=290420136749946,DISCOVER,601111,2025-08-07
CARD000289,371449967842717,371449*****2717,Emma Thomas,05/27,3201,371449967842717=270520101702695,AMEX,371449,2026-03-03
CARD000290,5105109911877340,510510******7340,Lucas Rodriguez,08/30,858,5105109911877340=300820180061675,MASTERCARD,510510,2025-07-17
CARD000291,371449700284276,371449*****4276,Karen Singh,03/30,6719,371449700284276=300320178897782,AMEX,371449,2025-03-06
CARD000292,4000006479695453,400000******5453,Camila Johnson,01/27,255,4000006479695453=270120190561655,VISA,400000,2025-06-11
CARD000293,2223000333491147,222300******1147,David Smith,06/27,850,2223000333491147=270620176986407,MASTERCARD,222300,2024-12-12
CARD000294,4000005696591719,400000******1719,Emma Taylor,06/28,529,4000005696591719=280620145637183,VISA,400000,2025-10-16
CARD000295,5105100496391914,510510******1914,John Jackson,05/29,876,5105100496391914=290520135148468,MASTERCARD,510510,2025-09-20
CARD000296,5555556649878203,555555******8203,Emma Miller,10/28,748,5555556649878203=281020196908357,MASTERCARD,555555,2026-03-08
CARD000297,5555552466513643,555555******3643,David Rodriguez,11/29,936,5555552466513643=291120131230347,MASTERCARD,555555,2025-03-27
CARD000298,6011116603242049,601111******2049,Ava Garcia,11/29,070,6011116603242049=291120101594165,DISCOVER,601111,2024-09-18
CARD000299,30569316231982,305693****1982,Camila Dubois,09/27,847,30569316231982=270920113915596,DINERS,305693,2024-05-03
CARD000300,5555556321234766,555555******4766,Patricia Thomas,10/29,851,5555556321234766=291020158673425,MASTERCARD,555555,2025-04-07
CARD000301,2223004090034868,222300******4868,Yuki Andersson,11/29,183,2223004090034868=291120176064413,MASTERCARD,222300,2025-10-06
CARD000302,5555552756041776,555555******1776,Omar Andersson,06/30,124,5555552756041776=300620181569857,MASTERCARD,555555,2024-08-25
CARD000303,4000000272063456,400000******3456,David Davis,02/27,829,4000000272063456=270220165772429,VISA,400000,2024-04-12
CARD000304,2223004316526697,222300******6697,Mary Kim,01/28,893,2223004316526697=280120117342069,MASTERCARD,222300,2025-05-24
CARD000305,3530114215291081,353011******1081,Emma Brown,08/30,333,3530114215291081=300820144762639,JCB,353011,2025-12-29
CARD000306,5105103626204437,510510******4437,Yuki Jackson,04/30,710,5105103626204437=300420172563669,MASTERCARD,510510,2025-11-17
CARD000307,4242421800537597,424242******7597,Thomas Taylor,01/27,964,4242421800537597=270120165280924,VISA,424242,2026-02-14
CARD000308,6011117572158620,601111******8620,Chidi Johnson,02/29,274,6011117572158620=290220156449485,DISCOVER,601111,2025-05-17
CARD000309,4111115728703202,411111******3202,Robert Thomas,03/28,427,4111115728703202=280320161707587,VISA,411111,2025-04-25
CARD000310,371449121513428,371449*****3428,Lucas Santos,12/28,4993,371449121513428=281220190892613,AMEX,371449,2024-06-11
CARD000311,371449150416592,371449*****6592,Elizabeth Smith,06/27,1777,371449150416592=270620149050975,AMEX,371449,2024-07-18
CARD000312,3530112304501899,353011******1899,Arjun Rodriguez,02/30,236,3530112304501899=300220110326642,JCB,353011,2026-04-05
CARD000313,5105107649251580,510510******1580,Liam Andersson,08/28,674,5105107649251580=280820199616592,MASTERCARD,510510,2025-05-19
CARD000314,30569361085739,305693****5739,Sofia Okafor,08/28,814,30569361085739=280820176174224,DINERS,305693,2024-03-28
CARD000315,5555558649081085,555555******1085,Omar Wilson,09/27,179,5555558649081085=270920145491801,MASTERCARD,555555,2024-07-09
CARD000316,30569372260164,305693****0164,Camila Kowalski,06/29,779,30569372260164=290620145232194,DINERS,305693,2024-09-16
CARD000317,4242426800610278,424242******0278,Arjun Muller,12/30,974,4242426800610278=301220199564122,VISA,424242,2026-07-23
CARD000318,5555551030372361,555555******2361,Karen Dubois,02/28,727,5555551030372361=280220160122777,MASTERCARD,555555,2026-07-17
CARD000319,371449933496051,371449*****6051,Omar Wilson,02/27,7998,371449933496051=270220140767899,AMEX,371449,2024-09-11
CARD000320,371449308069582,371449*****9582,Fatima Andersson,05/27,7179,371449308069582=270520157602437,AMEX,371449,2025-08-19
CARD000321,371449383959723,371449*****9723,Priya Wilson,12/29,5729,371449383959723=291220134172232,AMEX,371449,2024-11-24
CARD000322,371449167433804,371449*****3804,Thomas Lopez,06/27,2280,371449167433804=270620115619318,AMEX,371449,2025-12-20
CARD000323,371449455084285,371449*****4285,Patricia Kim,12/27,7711,371449455084285=271220199180812,AMEX,371449,2024-10-30
CARD000324,4242423524787128,424242******7128,William Brown,06/29,376,4242423524787128=290620103754821,VISA,424242,2025-11-07
CARD000325,2223006532863267,222300******3267,Olivia Muller,07/30,850,2223006532863267=300720172081155,MASTERCARD,222300,2025-06-21
CARD000326,4111116060290840,411111******0840,Ava Muller,07/30,455,4111116060290840=300720104892673,VISA,411111,2025-01-26
CARD000327,3530119756341088,353011******1088,William Taylor,07/29,843,3530119756341088=290720118848520,JCB,353011,2026-07-09
CARD000328,6011119434681054,601111******1054,Lucas Lopez,11/29,101,6011119434681054=291120174907539,DISCOVER,601111,2025-01-04
CARD000329,30569389354497,305693****4497,Priya Taylor,12/28,315,30569389354497=281220189357126,DINERS,305693,2024-04-10
CARD000330,378282110627377,378282*****7377,Sofia Gonzalez,06/27,9886,378282110627377=270620149767762,AMEX,378282,2026-03-12
CARD000331,6011112772881378,601111******1378,David Moore,01/30,519,6011112772881378=300120161159408,DISCOVER,601111,2026-03-03
CARD000332,4242425454470229,424242******0229,Karen Andersson,01/30,432,4242425454470229=300120170185106,VISA,424242,2025-04-01
CARD000333,3530114975679228,353011******9228,Liam Jones,08/30,519,3530114975679228=300820196636580,JCB,353011,2024-09-19
CARD000334,371449412094815,371449*****4815,Sakura Moore,04/27,9098,371449412094815=270420137801820,AMEX,371449,2025-10-29
CARD000335,5555553971895699,555555******5699,Mary Hernandez,08/27,626,5555553971895699=270820108564111,MASTERCARD,555555,2025-01-29
CARD000336,4111114224124625,411111******4625,Chidi Garcia,10/27,004,4111114224124625=271020161526546,VISA,411111,2024-04-11
CARD000337,4242420339937880,424242******7880,Sarah Johnson,02/30,578,4242420339937880=300220161706304,VISA,424242,2025-01-16
CARD000338,3530111382496717,353011******6717,Yuki Moore,03/28,238,3530111382496717=280320168700794,JCB,353011,2024-10-07
CARD000339,4111110074946539,411111******6539,David Kowalski,01/29,891,4111110074946539=290120141612846,VISA,411111,2026-01-03
CARD000340,3530118554743552,353011******3552,Hiroshi Hernandez,08/28,020,3530118554743552=280820197002687,JCB,353011,2024-06-17
CARD000341,378282811807153,378282*****7153,Wei Gonzalez,10/30,2017,378282811807153=301020153703045,AMEX,378282,2026-01-22
CARD000342,4242429433750479,424242******0479,Richard Santos,01/28,614,4242429433750479=280120198728399,VISA,424242,2025-01-05
CARD000343,4111111921249382,411111******9382,Mary Singh,04/29,894,4111111921249382=290420187060566,VISA,411111,2025-10-30
CARD000344,4242428775803045,424242******3045,Liam Hernandez,09/30,063,4242428775803045=300920151903613,VISA,424242,2026-01-17
CARD000345,4111115411076098,411111******6098,Jessica Brown,05/29,735,4111115411076098=290520105831997,VISA,411111,2024-06-15
CARD000346,4242427911006513,424242******6513,Liam Johnson,01/28,496,4242427911006513=280120111080466,VISA,424242,2026-04-30
CARD000347,3530116399076766,353011******6766,Mary Anderson,06/27,859,3530116399076766=270620131109193,JCB,353011,2024-12-28
CARD000348,4111118456797230,411111******7230,Patricia Jones,01/28,496,4111118456797230=280120185498227,VISA,411111,2025-09-24
CARD000349,3530115450892038,353011******2038,Wei Miller,07/27,331,3530115450892038=270720153779599,JCB,353011,2025-08-28
CARD000350,3530114652170731,353011******0731,Joseph Singh,11/27,379,3530114652170731=271120133756362,JCB,353011,2024-04-13
CARD000351,4000005015081244,400000******1244,Camila Kim,04/30,500,4000005015081244=300420133423425,VISA,400000,2024-03-22
CARD000352,6011113230241023,601111******1023,Linda Hernandez,11/30,347,6011113230241023=301120135528961,DISCOVER,601111,2026-04-07
CARD000353,4111112338655963,411111******5963,Sakura Jackson,01/28,384,4111112338655963=280120125304289,VISA,411111,2025-03-24
CARD000354,5555551791286859,555555******6859,Olivia Garcia,09/30,558,5555551791286859=300920177749690,MASTERCARD,555555,2026-01-06
CARD000355,5555553736346699,555555******6699,Thomas Moore,06/28,121,5555553736346699=280620147853907,MASTERCARD,555555,2025-02-28
CARD000356,3530115677665753,353011******5753,Mary Garcia,07/29,734,3530115677665753=290720115148881,JCB,353011,2024-05-24
CARD000357,5105103111508359,510510******8359,Amara Rodriguez,11/28,443,5105103111508359=281120192840445,MASTERCARD,510510,2024-05-27
CARD000358,378282690782634,378282*****2634,Susan Thomas,12/28,3898,378282690782634=281220177515366,AMEX,378282,2026-01-04
CARD000359,371449780529244,371449*****9244,Wei Hernandez,08/27,3666,371449780529244=270820184590902,AMEX,371449,2026-03-02
CARD000360,2223009999663618,222300******3618,Noah Brown,04/30,597,2223009999663618=300420141218209,MASTERCARD,222300,2025-03-24
CARD000361,4000002316433489,400000******3489,Patricia Lopez,08/27,802,4000002316433489=270820156621286,VISA,400000,2025-04-04
CARD000362,4242426323467297,424242******7297,Richard Taylor,10/29,743,4242426323467297=291020102716938,VISA,424242,2025-09-04
CARD000363,3530117779014757,353011******4757,Sakura Santos,07/29,263,3530117779014757=290720129676291,JCB,353011,2025-06-30
CARD000364,4000003248413763,400000******3763,John Dubois,06/27,185,4000003248413763=270620167243807,VISA,400000,2026-07-10
CARD000365,4242427656360042,424242******0042,William Hernandez,12/27,777,4242427656360042=271220111837274,VISA,424242,2024-03-28
CARD000366,4111112091241860,411111******1860,James Nakamura,02/28,427,4111112091241860=280220152308370,VISA,411111,2024-04-02
CARD000367,30569381647096,305693****7096,Priya Dubois,01/27,335,30569381647096=270120133106005,DINERS,305693,2024-04-18
CARD000368,5555551312206816,555555******6816,Ava Okafor,06/29,393,5555551312206816=290620186613315,MASTERCARD,555555,2025-09-09
CARD000369,4111110650637312,411111******7312,Sakura Lopez,11/29,013,4111110650637312=291120164971892,VISA,411111,2025-11-22
CARD000370,4242429562525718,424242******5718,Hiroshi Kim,01/29,976,4242429562525718=290120183890309,VISA,424242,2024-06-20
CARD000371,4242424363910250,424242******0250,Richard Jones,05/30,630,4242424363910250=300520139752450,VISA,424242,2025-02-19
CARD000372,378282403553389,378282*****3389,Jessica Rossi,11/27,3968,378282403553389=271120152701713,AMEX,378282,2026-06-14
CARD000373,30569323212983,305693****2983,Lucas Williams,04/28,674,30569323212983=280420123362934,DINERS,305693,2025-10-18
CARD000374,3530117347156627,353011******6627,Omar Taylor,08/30,962,3530117347156627=300820170661498,JCB,353011,2026-03-03
CARD000375,6011112467474687,601111******4687,Amara Jones,02/30,732,6011112467474687=300220130085766,DISCOVER,601111,2025-06-28
CARD000376,2223006749160168,222300******0168,Omar Rodriguez,04/28,587,2223006749160168=280420150663370,MASTERCARD,222300,2024-04-26
CARD000377,2223000249724391,222300******4391,Linda Dubois,01/28,166,2223000249724391=280120191836264,MASTERCARD,222300,2024-08-28
CARD000378,5105108869461198,510510******1198,Sarah Kowalski,03/29,364,5105108869461198=290320102701168,MASTERCARD,510510,2025-06-06
CARD000379,30569346225228,305693****5228,Barbara Taylor,08/28,179,30569346225228=280820132302346,DINERS,305693,2025-05-12
CARD000380,30569391214168,305693****4168,John Hernandez,05/27,093,30569391214168=270520177100409,DINERS,305693,2024-05-20
CARD000381,4000001380698472,400000******8472,Hiroshi Wilson,06/30,555,4000001380698472=300620153566905,VISA,400000,2025-09-02
CARD000382,4242420762091841,424242******1841,Liam Martin,06/28,786,4242420762091841=280620130505057,VISA,424242,2025-12-10
CARD000383,3530117691567163,353011******7163,Richard Singh,10/29,289,3530117691567163=291020180271487,JCB,353011,2026-02-15
CARD000384,371449178333217,371449*****3217,Mary Garcia,07/27,5643,371449178333217=270720147128715,AMEX,371449,2025-12-20
CARD000385,3530119156686330,353011******6330,Charles Williams,02/29,115,3530119156686330=290220193195256,JCB,353011,2024-12-24
CARD000386,4000004098366556,400000******6556,Hiroshi Jackson,09/28,316,4000004098366556=280920108752437,VISA,400000,2024-09-09
CARD000387,371449294209549,371449*****9549,Mateus Thomas,05/27,3746,371449294209549=270520105233027,AMEX,371449,2024-07-23
CARD000388,378282420865675,378282*****5675,Arjun Williams,07/29,8443,378282420865675=290720186125904,AMEX,378282,2025-04-25
CARD000389,30569329277428,305693****7428,Richard Kowalski,04/28,059,30569329277428=280420112662015,DINERS,305693,2025-04-08
CARD000390,4111110185962631,411111******2631,Jessica Gonzalez,02/27,749,4111110185962631=270220126176475,VISA,411111,2026-07-26
CARD000391,4242421117830990,424242******0990,Michael Rossi,05/30,926,4242421117830990=300520176492151,VISA,424242,2024-08-06
CARD000392,6011112606888714,601111******8714,Linda Garcia,04/27,920,6011112606888714=270420187510293,DISCOVER,601111,2024-10-07
CARD000393,4111111840118452,411111******8452,James Davis,07/28,408,4111111840118452=280720148729758,VISA,411111,2025-08-11
CARD000394,3530118831030328,353011******0328,William Martin,04/29,839,3530118831030328=290420154296184,JCB,353011,2025-11-13
CARD000395,378282267146288,378282*****6288,Sarah Okafor,02/28,3598,378282267146288=280220192625660,AMEX,378282,2024-11-26
CARD000396,5555551418186151,555555******6151,Amara Dubois,06/27,423,5555551418186151=270620140163611,MASTERCARD,555555,2026-02-08
CARD000397,6011114971859486,601111******9486,Michael Andersson,10/29,025,6011114971859486=291020162588967,DISCOVER,601111,2024-12-08
CARD000398,4111114082226942,411111******6942,Yuki Singh,12/27,396,4111114082226942=271220172757844,VISA,411111,2025-05-25
CARD000399,6011113414651112,601111******1112,David Jackson,02/28,014,6011113414651112=280220187068277,DISCOVER,601111,2025-02-25
CARD000400,30569381609302,305693****9302,Ethan Kowalski,12/30,538,30569381609302=301220190972832,DINERS,305693,2026-05-22
